1606	-23.1986186	-45.8977138	(amenity) (bench)
1622	-23.197437	-45.9024179	(amenity) (bench)
2401	-23.9797551	-46.3139079	(amenity) (bench)
2914	-23.6293168	-46.5944419	(amenity) (bench)
2915	-23.6293856	-46.5945921	(amenity) (bench)
2948	-23.9854331	-46.30873	(amenity) (bench)
2950	-23.9868523	-46.3083345	(amenity) (bench)
2951	-23.9871383	-46.3082793	(amenity) (bench)
2952	-23.9856485	-46.3084767	(amenity) (bench)
2953	-23.9876406	-46.3081533	(amenity) (bench)
2954	-23.985389	-46.3085202	(amenity) (bench)
2955	-23.9880752	-46.3080556	(amenity) (bench)
2956	-23.9856539	-46.3086814	(amenity) (bench)
2957	-23.9876371	-46.3079208	(amenity) (bench)
2958	-23.9871414	-46.308088	(amenity) (bench)
2959	-23.9855614	-46.3084698	(amenity) (bench)
2960	-23.9850541	-46.3086683	(amenity) (bench)
2962	-23.9858846	-46.3084563	(amenity) (bench)
2964	-23.9879227	-46.3079254	(amenity) (bench)
2965	-23.9849435	-46.3087627	(amenity) (bench)
2966	-23.9857964	-46.3087835	(amenity) (bench)
2968	-23.9867027	-46.3083192	(amenity) (bench)
2969	-23.9852086	-46.3086361	(amenity) (bench)
2970	-23.9857425	-46.3082632	(amenity) (bench)
2971	-23.9868162	-46.3081202	(amenity) (bench)
2973	-23.9872425	-46.3082793	(amenity) (bench)
2990	-23.9770721	-46.3176677	(amenity) (bench)
2991	-23.9760038	-46.3191751	(amenity) (bench)
2992	-23.9767508	-46.3181013	(amenity) (bench)
2993	-23.9755281	-46.3198832	(amenity) (bench)
2994	-23.976381	-46.318644	(amenity) (bench)
2995	-23.9777634	-46.3162836	(amenity) (bench)
2996	-23.976131	-46.3185582	(amenity) (bench)
2997	-23.9769694	-46.3173404	(amenity) (bench)
2998	-23.9775745	-46.3168825	(amenity) (bench)
3000	-23.9758224	-46.3194487	(amenity) (bench)
3001	-23.9773907	-46.3171634	(amenity) (bench)
3002	-23.9757887	-46.3190397	(amenity) (bench)
3003	-23.9773769	-46.3167648	(amenity) (bench)
3004	-23.9831501	-46.3105866	(amenity) (bench)
3005	-23.982596	-46.3111499	(amenity) (bench)
3006	-23.9828312	-46.3109031	(amenity) (bench)
3007	-23.9829096	-46.3105571	(amenity) (bench)
3008	-23.9826444	-46.3108928	(amenity) (bench)
3009	-23.9793074	-46.3146582	(amenity) (bench)
3010	-23.9836353	-46.3100395	(amenity) (bench)
3011	-23.988382	-46.3079527	(amenity) (bench)
3012	-23.9821789	-46.3113515	(amenity) (bench)
3013	-23.9789837	-46.3150016	(amenity) (bench)
3014	-23.9790866	-46.3146368	(amenity) (bench)
3015	-23.978729	-46.3151147	(amenity) (bench)
3016	-23.9798781	-46.3137745	(amenity) (bench)
3017	-23.9812187	-46.3121852	(amenity) (bench)
3018	-23.9801749	-46.3134942	(amenity) (bench)
3019	-23.9833559	-46.3103399	(amenity) (bench)
3021	-23.9805519	-46.3130792	(amenity) (bench)
3023	-23.9786702	-46.3153229	(amenity) (bench)
3024	-23.9821747	-46.3116059	(amenity) (bench)
3025	-23.9800865	-46.313816	(amenity) (bench)
3026	-23.9812778	-46.3125658	(amenity) (bench)
3027	-23.9816843	-46.3121262	(amenity) (bench)
3028	-23.9798757	-46.3140521	(amenity) (bench)
3029	-23.9833508	-46.3100717	(amenity) (bench)
3337	-23.1923564	-45.8894658	(amenity) (bench)
3340	-23.1923711	-45.889337	(amenity) (bench)
3528	-23.1800755	-45.8777258	(amenity) (bench)
3539	-23.2205361	-45.887584	(amenity) (bench)
3540	-23.220928	-45.8878523	(amenity) (bench)
3541	-23.2208097	-45.8877879	(amenity) (bench)
3542	-23.2214309	-45.8866721	(amenity) (bench)
3543	-23.2207382	-45.8877745	(amenity) (bench)
3544	-23.2210044	-45.8877611	(amenity) (bench)
3546	-23.2208984	-45.8877343	(amenity) (bench)
3547	-23.2213766	-45.8867016	(amenity) (bench)
3623	-23.1561609	-45.8974429	(amenity) (bench)
3624	-23.156151	-45.8973919	(amenity) (bench)
3625	-23.1595493	-45.8968099	(amenity) (bench)
3626	-23.1595672	-45.8966811	(amenity) (bench)
3627	-23.1595541	-45.8964611	(amenity) (bench)
3628	-23.159606	-45.8968635	(amenity) (bench)
3630	-23.159606	-45.8967616	(amenity) (bench)
3631	-23.1594186	-45.8966114	(amenity) (bench)
3632	-23.1594901	-45.8967214	(amenity) (bench)
3633	-23.1595147	-45.8965603	(amenity) (bench)
3634	-23.1596849	-45.8966932	(amenity) (bench)
3813	-23.205039	-46.1559197	(amenity) (bench)	Praça 30 de Dezembro
3968	-23.4619479	-46.7544659	(amenity) (bench)
3973	-23.4562002	-46.7662033	(amenity) (bench)
3993	-23.5037173	-46.6565673	(amenity) (bench)
3996	-23.4892634	-46.6784997	(amenity) (bench)
4001	-23.4336414	-46.7199808	(amenity) (bench)
4565	-23.6801531	-46.5579074	(amenity) (bench)
4566	-23.6801692	-46.557935	(amenity) (bench)
4567	-23.6801742	-46.5578806	(amenity) (bench)
4568	-23.6802443	-46.5579438	(amenity) (bench)
4569	-23.6802495	-46.5578848	(amenity) (bench)
4570	-23.6802754	-46.557919	(amenity) (bench)
4592	-23.6797734	-46.5585129	(amenity) (bench)
4593	-23.6797895	-46.5585405	(amenity) (bench)
4594	-23.6797945	-46.5584861	(amenity) (bench)
4595	-23.6798646	-46.5585493	(amenity) (bench)
4596	-23.6798698	-46.5584903	(amenity) (bench)
4597	-23.6798957	-46.5585245	(amenity) (bench)
4598	-23.6797057	-46.5589154	(amenity) (bench)
4599	-23.6797096	-46.558953	(amenity) (bench)
4600	-23.6797129	-46.5588598	(amenity) (bench)
4601	-23.6797976	-46.5588805	(amenity) (bench)
4602	-23.6797442	-46.5588559	(amenity) (bench)
4603	-23.6797725	-46.5588561	(amenity) (bench)
4604	-23.6800734	-46.5593387	(amenity) (bench)
4605	-23.680084	-46.5592636	(amenity) (bench)
4606	-23.6801095	-46.559208	(amenity) (bench)
4666	-23.6797084	-46.5588885	(amenity) (bench)
4667	-23.6797717	-46.5589772	(amenity) (bench)
4668	-23.6797954	-46.5589435	(amenity) (bench)
4669	-23.6797961	-46.558911	(amenity) (bench)
4670	-23.6799324	-46.5591053	(amenity) (bench)
4671	-23.6799411	-46.5590519	(amenity) (bench)
4672	-23.6799688	-46.5591283	(amenity) (bench)
4673	-23.6800215	-46.559123	(amenity) (bench)
4674	-23.6801504	-46.5584204	(amenity) (bench)
4675	-23.6801693	-46.558468	(amenity) (bench)
4676	-23.6801759	-46.5583772	(amenity) (bench)
4677	-23.6802556	-46.558505	(amenity) (bench)
4678	-23.6802727	-46.558482	(amenity) (bench)
4679	-23.680279	-46.558404	(amenity) (bench)
4729	-23.6722341	-46.5305557	(amenity) (bench)
4730	-23.6722489	-46.5305799	(amenity) (bench)
4731	-23.6722636	-46.530599	(amenity) (bench)
4732	-23.6726446	-46.5297238	(amenity) (bench)
4733	-23.672804	-46.5295943	(amenity) (bench)
4734	-23.6730154	-46.5294363	(amenity) (bench)
4735	-23.6733192	-46.5309985	(amenity) (bench)
4736	-23.6733236	-46.5310479	(amenity) (bench)
4737	-23.6733414	-46.5309699	(amenity) (bench)
4738	-23.6733625	-46.5310531	(amenity) (bench)
4739	-23.6733736	-46.5309981	(amenity) (bench)
4740	-23.6735553	-46.5297087	(amenity) (bench)
4741	-23.6737115	-46.5289418	(amenity) (bench)
4742	-23.6741745	-46.5287927	(amenity) (bench)
4743	-23.6750492	-46.5285627	(amenity) (bench)
4744	-23.6751157	-46.5285109	(amenity) (bench)
4745	-23.6751175	-46.5286	(amenity) (bench)
